,docs,topics
2207,trump called fauci a disaster and cnn reporters bastards. this from the so called president of the u.s. get out and vote this disaster and disgrace out of office.,-1
2208,a win for democrats isnt a win for america. traitors are going to be vetted once trump wins in 2 weeks.. its just about over.,0
2209,"joe biden will win only 2 keys.one for his house, one for his basement!",1
2210,i think trump is doing pretty well if joe biden wins dont be mad when he makes america worse again,1
2211,". are going to fulfill the promises of donald trump . that what we believed in . that why we voted for donald trump , because he said he going to take our country back .",0
2212,people are voting for biden not because he is a democrat but is not trump.,1
2213,trump is a cornered animal . he needs to win to stay out of the courts . his taxes may reveal he lied about his wealth to get loans,0
2214,he's trying to kill all the fat minority democrats voting for biden,1
2215,"wow sounds like democrats are really really bad, i guess i should vote for trump",0
2216,trump is a thieving devil. voting biden/harris,1
2217,"photos on his laptop hunter smoking crack .biden selling america to china ? how are these crimiinals not in jail ,if biden wins america is doomed !",-1
2218,"trump won condemn because he thinks they a great number of votes and influence, otherwise trump couldn care less.",0
2219,what trump has just said should prove what trump is a nasty ignorant moron he is not fit to run america this corrupt fool should be locked away vote for biden save america,0
2220,dump trump and all his republican dumplings. vote vote vote and celebrate the trump dump,0
2221,"of congress in a way , trump is re-elected by way of the antiquated electoral college and not the popular vote , he can and will be removed from office before the end 2021. it been written `` those who",0
2222,"hand that over to the police ? that some sick allegations that not true because trump is so desperate to win and wants joe biden locked up he would have him investigated , that how you know it all lies",-1
2223,"if your voting for trump ,spend a lot of time with your family chances are if your at his death rallies either you or a love one will die 2020",0
2224,i a life long democrat and i tired of the my party riots and lockdowns and charades . voting for trump 2020!,0
2225,how hunter biden - say scandinavia but they mean venezuela - to steal an election : mail-in ballots - mail-in voting is a bad idea - stalin - the people who cast the votes decide nothing . the people who,-1
2226,"the trumpvirus will never ""magically disappear"" as long as this lying windbag remains in office. voting trump back in will result in this new america:",0
2227,ted cruz . it was a national story for all of a day on nbc and ted went on to win really upsetting a lot of republicans and democrats . still no one in texas believes ted win fairly .,-1
2228,"wrong and unacceptable .\r\rmy friend , what wrong between you and mask ? wearing mask would bring you a easy win , but your crazyness is beyond my imagination , seemingly that you always want to be a charming wild",-1
2229,"sad, disruptive trolls here. americans are too smart to believe their lies. voters: carry on. vote for biden to end this chaos and get help for the middle class!!!vote biden",-1
2230,cnn is absolutely the worstthey literally make me want to vote for trump,0
2231,"herd immunity aka mass murder. trump leads herds of fools into his answer to coronavirus. come to trump rallies, get infected but whatever you do, vote for trump before you die.",0
